sample_id,region,season,hour,ambient_temp_c,solar_irradiance_peak_w_m2,wind_speed_m_s,length_m,width_m,height_m,wall_thickness_m,roof_thickness_m,orientation,primary_material,insulation_thickness_m,pcm_thickness_m,occupant_count,equipment_load_w,air_changes_per_hour,indoor_temp_c,roof_loss_w,wall_loss_w,ground_loss_w,ventilation_loss_w,total_loss_w,envelope_r_wall,envelope_r_roof,room_volume_m3
558,siachen,summer,14,6.85,800,8.2,5.270529129238645,3.4810421255426354,2.856754612772855,0.3336475852086106,0.28494374040026493,north,rammed-earth,0.0511256189078291,0.0,6,35.45674363826504,0.7272754885381645,16.3404,0.0,78.38,576.6932,71.269,726.3422,2.78499,1.8083,30.72
559,kaza,winter,3,-23.075000000000003,0,14.5,3.3501556820278777,3.9356786747989645,2.3872306260898517,0.2605151812676407,0.16677281915935321,north,rammed-earth,0.0,0.0,7,46.001251913469176,2.0446837552472044,-17.6649,470.4978,165.0803,37.8509,72.5722,746.0013,0.96487,0.15161,19.519
560,spiti,summer,15,16.05,650,8.2,4.368932938815611,4.149231196352797,3.0790443304726374,0.29313816837457485,0.2328303707030573,west,insulated-composite,0.13802043525512825,0.0,4,33.06645673825974,2.425089342703868,22.9727,0.0,21.1126,243.9852,201.2464,466.3441,7.43953,4.3941,35.664
561,kaza,winter,4,-23.275000000000002,0,14.5,3.934161936623135,2.931279844245691,3.069367510507267,0.4412497949571407,0.21464595596908015,east,insulated-composite,0.05640530297127594,0.04090045551912143,3,28.546774000081278,0.39949915964714344,-15.4481,41.4602,41.4403,228.2024,17.4438,328.5468,6.8847,2.17705,16.598
562,siachen,winter,23,-32.75,0,14.5,4.286273709767192,3.1919818599366145,2.626353244724357,0.21346296809514984,0.3214096925501989,north,rammed-earth,0.0,0.058402321259103045,3,138.43441360897785,1.3504274368333418,-26.7438,120.5734,160.2538,96.3689,61.2383,438.4344,1.17995,0.68154,22.463
563,kaza,summer,4,1.8249999999999997,0,8.2,4.640450604815313,3.212632432403544,3.077926891816704,0.16633212821832233,0.1785192293323929,west,insulated-composite,0.037178585993574,0.0,5,81.16658048779274,1.5871824895229163,9.2753,86.1728,106.1842,255.7029,133.1068,581.1666,2.97476,1.28891,33.49
564,spiti,winter,7,-21.15,120,14.5,4.726209400010215,3.722400313194879,2.584323839305709,0.36252604379501563,0.13531486897652334,south,rammed-earth,0.04049405343857845,0.0,3,138.0623815394755,1.5934737843801157,-14.6127,63.3249,90.9822,189.3176,94.4377,438.0624,2.56978,1.35011,26.972
565,spiti,summer,17,11.950000000000001,270,8.2,3.5083218016351454,4.4588267290005765,3.113831089492711,0.42763466031115727,0.17455394734261137,north,rammed-earth,0.0,0.014573511776348927,7,116.5223963039774,2.5215379905401596,20.0933,117.2162,174.3603,344.1988,180.7471,816.5224,1.68099,0.25584,26.189
566,siachen,summer,15,5.65,650,8.2,4.0689092543049314,3.44733602868868,3.1449968278943383,0.16881137622095277,0.1297653218455748,south,rammed-earth,0.14443848939721415,0.02752603224486589,7,118.89370844122497,0.6470492464945703,17.5248,0.0,68.8466,675.0227,84.362,828.2313,5.18566,4.6784,32.666
567,siachen,winter,11,-25.15,690,14.5,5.566301068911011,4.745589574424295,2.5899140326435437,0.2458241177710673,0.34996521205197184,south,rammed-earth,0.021847693844703458,0.04691594684761998,7,116.72337456335978,0.987882868261371,-16.9456,0.0,133.7021,592.515,119.9661,846.1833,1.88528,1.29297,44.037
568,ladakh,winter,17,-18.2,110,14.5,4.72681874205469,3.9728956110228335,2.4114711337538193,0.37949615364037437,0.28431613002296063,west,insulated-composite,0.0,0.057970004263573724,1,127.09898700678565,2.0771231123906757,-13.1641,101.8573,34.1145,4.7233,86.404,227.099,4.60309,0.64494,24.575
569,siachen,summer,10,3.8499999999999996,840,8.2,3.3168636645326277,2.994511134182924,2.4827507059853087,0.2989217413379399,0.2871877994361399,south,rammed-earth,0.0,0.014826180965282239,2,198.6773230099166,0.7361092157798441,15.1814,0.0,143.8645,440.2029,36.4589,620.5263,1.20596,0.35992,13.004
570,siachen,summer,23,-7.75,0,8.2,5.146478990372696,2.8355140667634107,2.2096630537602486,0.28024463530811183,0.12237973158457577,north,rammed-earth,0.0,0.0,3,60.273702842552765,2.774136150428005,-4.647,407.0111,90.0712,0.0,56.9713,554.0536,1.03794,0.11125,19.69
571,siachen,summer,17,1.5500000000000007,270,8.2,4.961663573564078,4.105645342937748,2.569424284754481,0.2918059999306791,0.22228734705949732,north,insulated-composite,0.0,0.012418371309957578,2,76.54999014336545,1.4296517975914544,7.5547,0.0,53.5902,143.27,95.5316,292.3918,3.32508,0.28487,33.108
572,ladakh,summer,17,13.9,270,8.2,5.42100330718666,2.783770303271384,2.8531246675539412,0.29463321607632736,0.24310773556197302,north,insulated-composite,0.0,0.0,1,183.11883257852932,2.8725172038537155,19.851,0.0,54.6343,100.4566,146.8253,301.9162,3.2737,0.22101,25.554
573,siachen,winter,16,-29.15,290,14.5,3.532000989890195,4.534927388297151,2.5534748718057485,0.28825706288793074,0.19682665133016136,south,rammed-earth,0.12156958724638069,0.0,5,106.42564438917056,1.0413768071885952,-20.1587,20.4716,59.0317,447.5162,79.4062,606.4256,4.75155,3.86286,25.231
574,siachen,winter,8,-29.35,310,14.5,4.6503811434538935,4.422043233160397,2.4935913096597133,0.38712404701332237,0.1660804032462464,north,insulated-composite,0.0,0.0,1,48.93120977198475,0.35846276258649945,-24.3359,92.6495,36.0769,2.0317,18.1732,148.9312,4.30138,0.15098,30.082
575,ladakh,summer,10,16.2,840,8.2,5.231328549798313,3.33061128850522,2.7022779118089324,0.3485278023785907,0.10601261891831781,north,rammed-earth,0.0,0.05494727301663248,5,151.8311779858973,0.8082085041200986,27.1345,0.0,160.7165,723.7972,84.9959,969.5096,1.65716,0.46269,28.614
576,siachen,winter,23,-32.75,0,14.5,5.544826644012875,4.053796050574876,2.7836406748348095,0.33095600792180124,0.23629466066494342,west,rammed-earth,0.0,0.0,1,145.6933510258769,2.2341093603499282,-29.6018,329.4193,115.7364,0.0,91.9078,537.0636,1.22576,0.21481,38.877
577,kaza,summer,1,2.525,0,8.2,3.1774849394930405,3.3794956541044656,2.662105325198683,0.2000613358525275,0.14733207660565803,north,rammed-earth,0.0,0.010984717679931713,2,160.49240112372908,2.382477170569783,6.6243,212.4815,152.8353,0.0,62.8779,428.1946,0.8142,0.20717,19.154
578,spiti,winter,21,-22.15,0,14.5,4.000905111379005,4.9038331063528435,2.7075046156100386,0.3967933970505567,0.13231648647384978,south,rammed-earth,0.03132681056613252,0.01227712166605597,3,190.37836001792158,1.3355901217218638,-15.7995,108.2098,107.4212,185.4821,89.2652,490.3784,2.50075,1.15143,31.312
579,ladakh,summer,6,5.5,180,8.2,3.163911597992578,2.780924685231728,2.20717110505227,0.41526301246950137,0.2678201072248989,north,insulated-composite,0.0,0.03659742279760311,3,59.80905545731483,2.144306823126006,13.8339,75.5043,31.4232,205.335,47.5465,359.8091,4.85802,0.48746,7.916
580,kaza,summer,0,3.225,0,8.2,5.742109700489335,3.232885520016737,2.320312567596349,0.2819992715995626,0.17394121628529524,east,insulated-composite,0.1310512942751905,0.0,8,26.59428952463808,2.011477268017935,12.5958,42.1265,46.0819,567.9696,170.4163,826.5943,7.10458,4.12938,26.898
581,ladakh,summer,9,13.8,720,8.2,3.226978387875202,3.3981958649905994,2.2087146973267338,0.4443551316572456,0.32568161969167475,north,insulated-composite,0.0,0.0,1,23.263877082757876,1.2908176340871886,23.0922,0.0,24.7664,329.4723,39.8151,394.0538,4.93728,0.29607,9.876
582,ladakh,winter,16,-16.8,290,14.5,4.1321753142149635,2.8642994043334467,3.197691305959671,0.335395836276461,0.20984555814199857,north,rammed-earth,0.12278443015111146,0.0,3,183.03108151355394,2.517217882115055,-8.5877,12.5816,57.2399,266.1372,147.0725,483.0311,4.96295,3.91151,21.167
583,ladakh,summer,5,3.6,40,8.2,4.213343227175677,3.9999970213992304,3.198153000612693,0.44535743420259555,0.22815475411686204,west,rammed-earth,0.0,0.04518530675816446,5,181.51791844471418,2.9612164237874086,10.0405,182.8351,145.2947,169.9444,183.4437,681.5179,1.95071,0.50865,28.617
584,spiti,summer,3,0.6500000000000001,0,8.2,5.226699213073282,4.169808076170352,2.6152638496323837,0.2709723961034105,0.30223312189770024,south,rammed-earth,0.13655310418964003,0.0,3,143.2697370861752,2.260763013244683,6.9149,30.9423,48.3862,192.9771,170.9641,443.2697,5.14157,4.41273,35.912
585,kaza,summer,13,18.625,890,8.2,4.2520081205202045,2.638064440888118,3.1476983214653385,0.42056874315280823,0.11223342388146079,east,rammed-earth,0.0,0.016903086447595236,7,111.59735133620455,2.195299798608585,32.9175,0.0,224.1943,729.6432,183.2786,1137.1161,1.67035,0.21472,17.379
586,kaza,summer,15,17.025,650,8.2,4.717865614839588,3.432347845220573,2.2309220170809136,0.4244938251834601,0.18178916521451055,west,insulated-composite,0.020335219363256215,0.057461606606218005,6,144.96269638006368,0.9854845356956194,28.1195,0.0,40.3713,690.8294,67.9181,799.1188,5.71589,1.16456,18.482
587,siachen,winter,8,-29.35,310,14.5,3.667336252175024,3.8205776744411057,2.2406083473881617,0.21427674688003856,0.29044040133052074,east,rammed-earth,0.11103333185340236,0.0,7,159.7528034213246,0.6844473974683294,-17.1623,30.3257,70.554,704.9633,53.9098,859.7528,4.15826,3.62868,19.227
588,siachen,summer,18,-0.8499999999999996,90,8.2,5.805606274187188,2.863375762521094,2.6508732731002294,0.3814822800317606,0.19196443200760066,east,rammed-earth,0.0,0.0,6,112.10639102725892,2.978209404888579,4.8654,346.7379,145.2314,83.2523,136.8848,712.1064,1.4129,0.17451,23.926
589,siachen,winter,19,-32.05,0,14.5,3.7960996483007396,4.909143606526983,3.1114872052347895,0.44187153006340885,0.3492298930523807,north,insulated-composite,0.08083908562904829,0.0,6,101.30338924503404,2.596981534040023,-24.0628,53.7902,48.4157,389.6726,209.4249,701.3034,7.35935,2.76715,30.038
590,kaza,winter,16,-17.775000000000002,290,14.5,3.095151458432663,3.5594735760725333,2.6083541954193303,0.2174373305604214,0.16183081838494187,north,rammed-earth,0.10751860352084432,0.028431157693340793,5,77.19885965711055,2.541680154346682,-8.2588,16.7393,60.362,348.2861,151.8115,577.1989,4.253,3.5948,18.674
591,ladakh,winter,5,-22.0,0,14.5,4.926893059577187,3.568562368182234,2.709474685129255,0.204285784824388,0.21575383743408239,west,insulated-composite,0.08867128149968564,0.0,3,139.90359883779377,1.4740186534405124,-15.1145,41.9891,54.1363,232.0579,111.7204,439.9036,4.95685,2.88315,32.749
592,siachen,summer,17,1.5500000000000007,270,8.2,5.492642651700965,4.422779267043925,2.6377894663384716,0.20883610654335366,0.31587111082436314,east,rammed-earth,0.055579533464616,0.0369959405300455,1,91.86009053644892,2.612860884436668,6.3808,0.0,52.9414,0.0,182.9784,235.9197,2.70433,2.21802,43.13
593,kaza,winter,21,-21.175,0,14.5,4.314485793597737,3.335973752051305,2.440925480523164,0.39699899575701286,0.19916848686585037,south,insulated-composite,0.0980038274265833,0.04274676634211779,6,99.2639346747292,0.5480414045943044,-10.4702,44.8432,43.6253,574.7663,36.0292,699.2639,7.66589,3.43585,18.272
594,ladakh,winter,13,-12.6,700,14.5,5.360336025633102,3.9569547555273994,2.741449960554891,0.3433848090370977,0.17195757410984364,west,insulated-composite,0.12611142252727542,0.0,7,174.23267196865896,1.0214863405909425,-2.8235,0.0,43.5443,709.1825,121.5577,874.2845,7.63695,3.97788,36.214
595,ladakh,summer,14,19.2,800,8.2,4.043600476782164,3.9135892470683626,2.551442614532866,0.43262032010140794,0.16367755726378624,north,insulated-composite,0.13817002627205693,0.011399327960445018,3,134.26897025807392,0.3104324823226121,28.0908,0.0,17.8831,431.0043,19.6638,468.5513,9.06986,4.41176,21.197
596,kaza,summer,2,1.9249999999999998,0,8.2,3.156644865247029,2.731569521854934,2.2881681069241586,0.4357866779675832,0.27101288530439693,east,insulated-composite,0.0,0.0,4,56.08688417840559,2.658827315376669,9.0294,248.6376,31.3979,127.0163,49.0351,456.0869,4.84207,0.24638,7.723
597,spiti,winter,12,-14.35,720,14.5,3.668967846955182,3.4473241436387454,3.165134398280009,0.3579414103963291,0.31165355154762875,west,insulated-composite,0.0,0.03524573685853211,5,63.02715358724411,2.2247756130014227,-5.1263,0.0,61.9957,373.9538,147.6273,583.5768,4.2121,0.51829,21.403
598,ladakh,summer,20,7.4,0,8.2,3.729662387671055,4.689993348373328,2.5795511070746784,0.23134101536782453,0.1487800138634312,south,insulated-composite,0.10252922847211977,0.0,7,83.74962349389125,1.6051773752974237,16.6401,49.8514,61.1371,519.1744,153.5867,783.7496,5.6774,3.2422,30.808
599,ladakh,winter,17,-18.2,110,14.5,3.091831828680708,2.832357758185101,2.7887870315604912,0.36042205861451393,0.16267074737726472,west,insulated-composite,0.0,0.0572539692685701,5,77.3095244677063,1.7960409631782939,-8.2618,138.9103,62.8166,302.7127,72.8699,577.3095,4.38638,0.52958,12.146
600,siachen,summer,8,-1.3499999999999996,560,8.2,3.9526646816627187,3.1326603292443007,3.1878707217447237,0.2120557085104546,0.2975688167685592,north,rammed-earth,0.10426808523527949,0.0,2,164.78322848502515,0.8014667960717798,6.8222,0.0,50.3437,274.9522,56.6037,381.8996,3.94503,3.43016,25.712
601,ladakh,summer,10,16.2,840,8.2,4.012638740081876,3.1518399943917865,2.9187607817481522,0.37240841188495977,0.18180146223813415,west,insulated-composite,0.11011302552967142,0.0,8,68.38889939992842,0.48863395013198974,30.1866,0.0,46.4099,795.5833,45.8395,887.8327,7.47463,3.50203,19.955
602,siachen,summer,16,3.7500000000000018,470,8.2,5.109556244716964,3.867498353505739,3.0397612482502807,0.3243718783966433,0.2208618029434446,south,rammed-earth,0.08593423109629694,0.02074981712100222,3,162.5718575164335,0.8315517231237917,11.2534,0.0,59.8149,346.2886,78.8598,484.9633,3.94378,2.94318,37.603
603,siachen,winter,17,-30.549999999999997,110,14.5,3.1167615923597203,2.8181440457118163,2.6999574601876097,0.3739016770448673,0.21602521604795583,north,rammed-earth,0.0,0.0,1,53.1685997600279,1.889670088974589,-26.5148,111.6945,72.0876,0.0,28.709,212.491,1.38482,0.19639,11.202
604,spiti,summer,20,5.45,0,8.2,3.3711059458700414,4.120548337253556,2.9772253193075873,0.44115499912563205,0.33710174040942853,south,rammed-earth,0.05397031500932718,0.03709731160966823,3,25.29372847217111,1.1894129835017735,12.1102,42.2592,69.2425,161.4296,52.3624,325.2937,3.51669,2.18924,19.666
605,spiti,summer,2,0.95,0,8.2,4.977291015073122,3.838735235085858,3.1107746396815976,0.18094165581908173,0.1374223061195327,south,insulated-composite,0.05874449118109791,0.045306537736515766,4,138.0587693353221,1.8770140890626128,7.5651,57.2659,79.0393,216.0171,185.7365,538.0588,4.09264,2.20711,44.504
606,ladakh,winter,18,-19.1,10,14.5,5.835496552379204,4.15672059775818,3.1547733295477043,0.2062773356461437,0.2547024822432337,north,insulated-composite,0.0666664397918022,0.0,7,111.62440428587249,1.2778689247392192,-11.4255,81.166,95.6316,454.1138,180.7131,811.6244,4.31217,2.25174,54.823
607,kaza,summer,3,1.625,0,8.2,5.9411463046793225,4.712118980660954,2.2509570253874127,0.4289299498882465,0.2070417978516963,south,insulated-composite,0.13353858783288583,0.0,6,90.96965645008143,2.496903806856581,8.6643,46.5346,31.382,399.6284,213.4246,690.9697,8.81251,4.23484,36.127
608,kaza,summer,1,2.525,0,8.2,5.078558864688774,3.2401343195200276,2.75729934621445,0.17100106813825405,0.1426610898456735,north,rammed-earth,0.04404780231813729,0.010237577248124028,5,75.01927287998775,0.879749244981211,9.9289,79.488,146.0638,276.8995,72.5681,575.0193,2.03637,1.53272,33.146
609,kaza,winter,1,-22.175,0,14.5,5.063660596780357,3.7841776433691265,2.797280870775484,0.22527209383912455,0.3331787182913014,south,rammed-earth,0.0,0.028135317958994516,4,71.65350859022021,2.741680696957875,-17.5028,182.5378,183.1764,0.0,149.9114,515.6256,1.02191,0.49046,34.818
610,kaza,summer,16,15.125000000000002,470,8.2,5.033593092915303,3.3999819869503236,2.4563513425238557,0.1814417699644673,0.3352685425616725,west,insulated-composite,0.0,0.05188397560037901,2,66.69893643155916,2.1659893848375686,21.7201,0.0,56.367,191.0912,130.8448,378.3029,2.36191,0.65068,27.251
611,kaza,summer,11,17.025,900,8.2,5.545370034345327,2.718213474618861,2.24282999909369,0.34109711444830493,0.13750594927745421,south,rammed-earth,0.0,0.0,5,22.53957667121157,2.4058090034801407,30.8128,0.0,224.9953,927.2383,210.3367,1362.5703,1.26332,0.12501,18.866
612,spiti,summer,19,7.249999999999999,0,8.2,4.3320540548710955,3.495870521109117,3.0961836679715433,0.4280816386071682,0.3432089870795092,north,insulated-composite,0.0,0.0,7,56.35798938944846,2.8513761674989504,14.1885,336.7827,58.305,205.5021,155.7683,756.358,4.75646,0.31201,23.424
613,spiti,summer,20,5.45,0,8.2,5.832380836235168,2.734840991480228,3.063963696484771,0.16665108871114181,0.18477676305450513,west,rammed-earth,0.0,0.0,2,106.2443166433242,0.9270646265796689,8.4106,281.1236,220.1926,0.0,32.6405,533.9567,0.61723,0.16798,35.382
614,spiti,summer,23,2.6499999999999995,0,8.2,5.326965011051765,4.255944149929929,2.7454916456741936,0.3946028189187638,0.3100210931620331,west,rammed-earth,0.0,0.01129887799732804,5,193.86700253370864,2.243222258566784,8.0279,341.3678,149.9296,59.9738,142.5958,693.867,1.53682,0.35716,35.167
615,ladakh,summer,2,2.9,0,8.2,5.129613763311522,3.3275553620752354,2.825582974538439,0.20858624384194116,0.16590692981726102,east,rammed-earth,0.05132254760624315,0.0,8,94.37250312840702,0.9614665046069073,12.326,94.3073,168.4693,528.8354,102.7605,894.3725,2.32777,1.70605,33.734
616,kaza,winter,17,-19.175,110,14.5,4.775212273373075,3.977867967342288,2.564833858723483,0.3193892795925886,0.17983221659678456,east,rammed-earth,0.0,0.0,1,175.8973111181273,1.4594990309086042,-15.3585,264.7584,112.0023,0.0,56.5021,433.2628,1.18292,0.16348,30.179
617,ladakh,winter,22,-20.3,0,14.5,5.5207966411916445,3.6444573505337985,3.1311523354664637,0.2127942910262069,0.27880820748869284,south,rammed-earth,0.0,0.030531057939215796,8,118.93045469965595,2.1688965263387807,-14.189,269.0488,299.6078,156.4807,193.7932,918.9305,0.99167,0.457,43.501
618,kaza,winter,9,-16.075,480,14.5,5.807786134142938,3.971631629980774,2.777137440450963,0.2413882164327466,0.27740687279094645,north,insulated-composite,0.0,0.0,8,136.33692070320762,0.929205895616174,-7.6549,156.3651,115.3914,552.2235,112.3568,936.3369,2.68209,0.25219,42.725
619,ladakh,summer,15,18.0,650,8.2,4.2388305906987185,2.814027923656527,3.1804289125051186,0.27729131018476777,0.2334026297669762,north,insulated-composite,0.0,0.01637485454832803,2,100.84270223664727,2.9586736241252933,26.4659,0.0,61.0623,289.3961,192.5196,542.9779,3.19018,0.32135,22.867
620,ladakh,winter,18,-19.1,10,14.5,3.631479269315117,4.038160219609633,2.2769083305054147,0.3232324927333888,0.13148017537160936,south,insulated-composite,0.14719912796220552,0.0,7,189.123497768404,0.7670643817336031,-6.8619,38.7362,45.2365,743.0044,62.1464,889.1235,8.05205,4.58011,19.696
621,spiti,winter,5,-23.95,0,14.5,3.1338098019642056,4.647420824046677,2.2774525777541053,0.308699079335208,0.2130299481068364,south,rammed-earth,0.028462708118868443,0.05951118335446508,8,55.82897521131613,0.7851414415250149,-13.3674,106.0812,127.8022,569.1415,52.8041,855.829,2.40258,1.45291,18.907
622,siachen,summer,0,-8.149999999999999,0,8.2,5.519685533562898,4.002145303641932,2.8021949207321817,0.2387749816214435,0.16504327213923697,west,insulated-composite,0.0,0.022997984336245433,8,150.9959501935782,0.6425385180649614,-1.3444,495.5812,112.5517,279.2036,63.6594,950.996,2.80638,0.30336,43.312
623,spiti,summer,5,1.6500000000000001,40,8.2,4.128817955058251,3.9468619977965176,2.910499496648405,0.20861249919178937,0.3360603715606373,west,rammed-earth,0.07162812803194779,0.0,3,95.48745627384457,2.1859887932431157,7.8764,34.9076,78.3743,139.8984,142.3072,395.4875,2.94319,2.47606,31.107
624,ladakh,summer,23,4.6,0,8.2,5.400850849936256,4.560647524886934,2.4584084085673132,0.2758210047892913,0.23845478541351478,east,rammed-earth,0.0,0.0,1,158.56259246791842,1.17335124592074,7.8871,373.4987,129.493,0.0,50.9074,553.8991,1.02156,0.21678,39.269
625,ladakh,winter,7,-19.2,120,14.5,4.7506959657001895,3.1392793840046886,2.406424276573208,0.39790745702140706,0.12318083441909164,east,insulated-composite,0.06394192818051819,0.0,5,113.7009573540697,1.8501693783913784,-10.2758,52.7288,44.1462,409.6731,107.153,613.701,6.35883,2.04962,19.308
626,spiti,summer,5,1.6500000000000001,40,8.2,3.6442207784616345,3.1029582755632528,2.544774135915171,0.2674543245240394,0.23824878007692385,west,rammed-earth,0.0,0.0,2,60.02213260047782,1.329752884893815,5.887,173.0498,115.5153,0.0,31.8533,320.4184,0.99057,0.21659,16.82
627,siachen,summer,18,-0.8499999999999996,90,8.2,5.894032493817181,4.22502185666388,2.792278524822019,0.31189381542040406,0.11887759503406414,west,insulated-composite,0.0,0.029642957592849038,8,132.59093877471938,1.8435020014056922,5.7816,371.1601,84.1156,284.4164,192.8988,932.5909,3.66311,0.30569,46.944
628,spiti,summer,6,3.55,180,8.2,3.101818596867661,3.497736249430408,3.128603638222833,0.2621683684622589,0.2033082519813934,east,rammed-earth,0.11819185809348295,0.0,5,164.30146468685882,2.104845017802723,14.0275,18.2244,75.2627,415.9932,154.8212,664.3015,4.55257,3.7664,20.886
629,kaza,summer,1,2.525,0,8.2,4.557445759756764,4.061855594468002,2.412813050201402,0.2843842313944167,0.1506758402299531,south,rammed-earth,0.0,0.0,1,196.56255226286945,0.9996955924175537,5.5902,414.2384,103.4506,0.0,29.5915,547.2806,1.05327,0.13698,28.731
630,spiti,summer,21,4.1499999999999995,0,8.2,5.882808811465818,3.5715866250155823,3.1733267240542653,0.35033917120343494,0.25178404875525223,east,rammed-earth,0.07170900261569572,0.041869987966996786,2,31.325727061888546,2.600223879787938,8.8882,37.1328,65.0275,0.0,167.6706,269.8309,3.74969,2.68103,40.49
631,ladakh,summer,2,2.9,0,8.2,3.983891506217391,4.802202966010409,2.4679668744568026,0.19126623527237135,0.27452417708735294,east,rammed-earth,0.0,0.04918086279822436,2,190.8853490520174,2.069998803449938,7.657,157.6072,160.8026,0.0,105.0159,423.4257,1.03627,0.57744,31.729
632,ladakh,winter,12,-12.4,720,14.5,5.68120802001725,2.775563012114563,3.1253921955791766,0.3060147935982265,0.2671054790828376,south,insulated-composite,0.0,0.0,3,30.645257961048713,2.8865255916229384,-5.1743,0.0,65.0122,245.6762,204.3857,515.074,3.40016,0.24282,29.154
633,ladakh,summer,6,5.5,180,8.2,3.2193355200275144,3.478173518960377,2.2523022501815992,0.268397156883869,0.13459760716241706,east,insulated-composite,0.0,0.017734222482928774,6,170.00527688055345,2.1571016550499778,14.9534,246.7908,70.4343,349.0685,103.7117,770.0053,3.10042,0.24059,15.131
634,kaza,winter,12,-13.375,720,14.5,4.100137548873629,2.708730945040144,3.027509509807026,0.4318958762394677,0.26647944500015935,north,insulated-composite,0.11873351760590857,0.0,8,188.1400554277384,0.8254426821701348,2.5246,16.8716,56.4462,847.3668,67.4555,988.1401,8.39683,3.84024,15.292
635,spiti,summer,19,7.249999999999999,0,8.2,5.178412149229226,3.16727077407742,2.5714716901680337,0.27674487804863535,0.28688343103596003,east,insulated-composite,0.04040550604934995,0.0,8,77.8592239372229,1.575750238357133,17.1073,108.8557,79.7751,557.667,131.5615,877.8592,4.29935,1.48521,25.2
636,ladakh,summer,10,16.2,840,8.2,4.203303771660435,4.787347529426381,2.5493580457446336,0.2249378425815041,0.28571555521231895,east,insulated-composite,0.0,0.0183837193860083,8,102.64225107143854,0.32323338003139435,28.9281,0.0,117.2462,1088.5706,46.4588,1252.2756,2.62187,0.3823,33.597
637,siachen,summer,19,-3.1500000000000004,0,8.2,4.033488656236811,4.261980856532354,2.593113283009189,0.2157522418959678,0.21600171603352536,east,insulated-composite,0.0,0.010120407190848122,7,41.49795562261508,2.1677304908459494,2.8994,394.1622,88.6541,126.2826,132.399,741.498,2.46472,0.26383,30.038
638,siachen,summer,15,5.65,650,8.2,3.9484844424062095,2.5777277334846076,2.508304806745077,0.21141658276231298,0.23681297851189817,east,rammed-earth,0.0,0.0,8,176.66075180675386,1.1257387202950322,19.2359,0.0,350.3846,611.7166,80.9026,1043.0038,0.78302,0.21528,15.738
639,kaza,winter,23,-21.375,0,14.5,5.6008015045568165,3.0354690660937576,2.8993686798620457,0.3204061147299999,0.30033942812904574,south,insulated-composite,0.0,0.05693030831145498,4,54.51895471984004,2.0275771803316456,-15.3774,156.2511,63.0833,118.7178,116.4667,454.519,3.9396,0.65257,28.494
640,kaza,winter,16,-17.775000000000002,290,14.5,3.3285741878462174,3.5006713803714806,2.933521587775997,0.19911091845565754,0.24163091750892826,west,rammed-earth,0.10904173682606283,0.0,6,83.86284930308881,2.546352140347023,-7.8983,19.2522,75.339,397.7697,191.5019,683.8628,4.04174,3.52396,22.654
641,ladakh,summer,7,8.2,380,8.2,5.647927152744753,4.518978597904606,2.399612091234861,0.307637595584851,0.2990292751370933,west,rammed-earth,0.02301082268924698,0.05519600740991079,6,40.793814861668764,2.717961239493544,15.1634,0.0,86.8244,350.7876,237.5298,675.1417,2.20467,1.33712,37.339
642,ladakh,winter,19,-19.7,0,14.5,4.66097022689417,4.953493332080278,2.319630455241043,0.37708465463761964,0.1835814655610319,south,rammed-earth,0.0,0.02864459129782334,1,95.94800396352895,1.7816327698582317,-15.962,241.1642,87.6539,0.0,71.0981,399.9162,1.58757,0.35786,31.763
643,siachen,winter,21,-32.55,0,14.5,5.169481782164551,4.591011332343503,2.6091403317693738,0.27689018263866827,0.22417303361378826,east,rammed-earth,0.0,0.0,5,39.4980813628205,1.14411545632589,-28.5182,469.5305,167.688,0.0,63.1283,700.3469,1.02552,0.20379,40.716
644,spiti,winter,8,-18.95,310,14.5,4.288144559761639,3.914842238059272,2.8690765554271795,0.2804860389871203,0.2119274510632218,east,rammed-earth,0.0,0.0,6,30.955264977026225,1.7582175343785293,-12.7011,166.8624,203.9056,146.7587,113.4285,630.9553,1.03884,0.19266,30.715
645,spiti,summer,17,11.950000000000001,270,8.2,4.511365837951404,2.9236329490179465,2.7882609716331705,0.4002896660138058,0.33310351591133314,north,insulated-composite,0.0,0.0,7,54.014349145261434,2.223954833743195,21.507,145.0714,61.2875,420.7322,126.9233,754.0143,4.44766,0.30282,17.767
646,kaza,summer,16,15.125000000000002,470,8.2,4.910928666376515,3.2359517980575525,2.2888100867857455,0.3983144714236202,0.33578607684787887,west,insulated-composite,0.0,0.0,7,80.10443968054454,0.5525314085314064,26.2022,12.4359,55.4443,676.0306,36.1936,780.1044,4.42572,0.30526,17.594
647,ladakh,winter,0,-20.5,0,14.5,4.0280430553113105,3.8786803007291057,2.990038221638228,0.2201975828195437,0.34102249366491644,north,insulated-composite,0.0,0.0,5,21.421561397537573,0.36791384419563344,-14.5429,300.2061,94.2931,104.668,22.2544,521.4216,2.44664,0.31002,30.209
648,siachen,summer,10,3.8499999999999996,840,8.2,4.261379328752329,4.496528115355755,3.137532444812538,0.2016513323308865,0.2910340998855051,west,insulated-composite,0.0,0.0,3,77.8687405496937,1.414438097798243,14.1423,0.0,120.9989,709.8498,204.4999,1035.3487,2.24057,0.26458,41.793
